dtidx,id,px
6839,sec_0,1.2162
6840,sec_0,1.1825
6841,sec_0,1.1428
6842,sec_0,1.1944
6843,sec_0,1.2601
6844,sec_0,1.2842
6845,sec_0,1.3084
6846,sec_0,1.3051
6847,sec_0,1.3053
6848,sec_0,1.3277
6849,sec_0,1.3542
6850,sec_0,1.3726
6851,sec_0,1.3534
6852,sec_0,1.3719
6853,sec_0,1.3763
6854,sec_0,1.2994
6855,sec_0,1.3322
6856,sec_0,1.3146
6857,sec_0,1.2883
6858,sec_0,1.2598
6859,sec_0,1.2477
6860,sec_0,1.252
6861,sec_0,1.2566
6862,sec_0,1.2527
6863,sec_0,1.3016
6864,sec_0,1.2698
6865,sec_0,1.2818
6866,sec_0,1.254
6867,sec_0,1.2261
6868,sec_0,1.252
6869,sec_0,1.234
6870,sec_0,1.2379
6871,sec_0,1.2862
6872,sec_0,1.2741
6873,sec_0,1.2338
6874,sec_0,1.2015
6875,sec_0,1.2053
12601,sec_0,1.2053
6876,sec_0,1.2011
6877,sec_0,1.1604
6878,sec_0,1.1766
6879,sec_0,1.1846
6880,sec_0,1.1802
6881,sec_0,1.2294
6882,sec_0,1.2704
6883,sec_0,1.2717
6884,sec_0,1.2579
6885,sec_0,1.2619
6886,sec_0,1.2739
6887,sec_0,1.258
6888,sec_0,1.2939
6889,sec_0,1.3059
6890,sec_0,1.3102
6891,sec_0,1.3303
6892,sec_0,1.3405
6893,sec_0,1.3548
6894,sec_0,1.3347
6895,sec_0,1.2904
6896,sec_0,1.2986
6897,sec_0,1.2987
6898,sec_0,1.2458
6899,sec_0,1.2682
6900,sec_0,1.2703
6901,sec_0,1.2826
6902,sec_0,1.3032
6903,sec_0,1.2818
6904,sec_0,1.2937
6905,sec_0,1.2937
12601,sec_0,1.2937
6906,sec_0,1.2837
6907,sec_0,1.2818
6908,sec_0,1.2898
6909,sec_0,1.2879
6910,sec_0,1.302
6911,sec_0,1.294
6912,sec_0,1.3061
6913,sec_0,1.3143
6914,sec_0,1.3347
6915,sec_0,1.3551
6916,sec_0,1.3633
6917,sec_0,1.331
6918,sec_0,1.3514
6919,sec_0,1.3151
6920,sec_0,1.356
6921,sec_0,1.3439
6922,sec_0,1.3481
6923,sec_0,1.3401
6924,sec_0,1.3404
6925,sec_0,1.3323
6926,sec_0,1.3692
6927,sec_0,1.3533
6928,sec_0,1.3692
6929,sec_0,1.3817
6930,sec_0,1.4101
12601,sec_0,1.4101
6931,sec_0,1.4022
6932,sec_0,1.3944
6933,sec_0,1.399
6934,sec_0,1.383
6935,sec_0,1.3751
6936,sec_0,1.3429
6937,sec_0,1.3633
6938,sec_0,1.3556
6939,sec_0,1.3557
6940,sec_0,1.3477
6941,sec_0,1.356
6942,sec_0,1.3521
6943,sec_0,1.3402
6944,sec_0,1.3567
6945,sec_0,1.3899
6946,sec_0,1.3551
6947,sec_0,1.3631
6948,sec_0,1.3472
6949,sec_0,1.3491
6950,sec_0,1.3411
6951,sec_0,1.359
6952,sec_0,1.339
6953,sec_0,1.3509
6954,sec_0,1.3509
6955,sec_0,1.3508
6956,sec_0,1.3387
6957,sec_0,1.3246
6958,sec_0,1.294
6959,sec_0,1.3182
6960,sec_0,1.3465
6961,sec_0,1.3261
6962,sec_0,1.2956
6963,sec_0,1.3054
6964,sec_0,1.3012
6965,sec_0,1.3216
6966,sec_0,1.3051
6967,sec_0,1.3297
6968,sec_0,1.3315
6969,sec_0,1.3253
6970,sec_0,1.3155
6971,sec_0,1.3255
6972,sec_0,1.3255
6973,sec_0,1.342
12601,sec_0,1.342
6974,sec_0,1.29
6975,sec_0,1.3021
6976,sec_0,1.262
6977,sec_0,1.262
6978,sec_0,1.3186
6979,sec_0,1.3348
6980,sec_0,1.3471
6981,sec_0,1.3615
6982,sec_0,1.3803
6983,sec_0,1.3947
6984,sec_0,1.4011
6985,sec_0,1.4382
6986,sec_0,1.4385
6987,sec_0,1.431
6988,sec_0,1.423
6989,sec_0,1.4356
6990,sec_0,1.4707
6991,sec_0,1.4508
6992,sec_0,1.4827
6993,sec_0,1.4828
6994,sec_0,1.471
6995,sec_0,1.4711
6996,sec_0,1.4873
6997,sec_0,1.504
6998,sec_0,1.504
6999,sec_0,1.5123
7000,sec_0,1.5186
7001,sec_0,1.5127
7002,sec_0,1.4929
7003,sec_0,1.5379
7004,sec_0,1.5463
7005,sec_0,1.5629
7006,sec_0,1.5304
7007,sec_0,1.5763
7008,sec_0,1.5642
7009,sec_0,1.581
7010,sec_0,1.595
7011,sec_0,1.6149
7012,sec_0,1.5875
7013,sec_0,1.5737
7014,sec_0,1.5997
7015,sec_0,1.6119
7016,sec_0,1.608
7017,sec_0,1.6145
7018,sec_0,1.6207
7019,sec_0,1.6289
7020,sec_0,1.6452
7021,sec_0,1.6333
7022,sec_0,1.6541
7023,sec_0,1.6808
7024,sec_0,1.6872
7025,sec_0,1.6834
7026,sec_0,1.7082
7027,sec_0,1.7213
7028,sec_0,1.7505
7029,sec_0,1.7715
7030,sec_0,1.7267
12601,sec_0,1.7267
7031,sec_0,1.7443
7032,sec_0,1.7404
7033,sec_0,1.746
7034,sec_0,1.762
7035,sec_0,1.782
7036,sec_0,1.772
7037,sec_0,1.8063
7038,sec_0,1.8184
7039,sec_0,1.8064
7040,sec_0,1.8024
7041,sec_0,1.7945
7042,sec_0,1.8189
7043,sec_0,1.8271
7044,sec_0,1.7743
7045,sec_0,1.811
7046,sec_0,1.8358
7047,sec_0,1.8277
7048,sec_0,1.8525
7049,sec_0,1.8567
7050,sec_0,1.8775
7051,sec_0,1.8906
12601,sec_0,1.8906
7052,sec_0,1.8991
7053,sec_0,1.893
7054,sec_0,1.9071
7055,sec_0,1.883
12601,sec_0,1.883
7056,sec_0,1.9191
7057,sec_0,1.9313
7058,sec_0,1.9515
7059,sec_0,1.9599
7060,sec_0,1.9579
7061,sec_0,1.9682
7062,sec_0,1.9724
7063,sec_0,1.9786
7064,sec_0,1.9976
12601,sec_0,1.9976
7065,sec_0,2.0142
7066,sec_0,2.0431
7067,sec_0,2.0434
7068,sec_0,2.0647
7069,sec_0,2.0608
7070,sec_0,2.0403
7071,sec_0,2.0762
7072,sec_0,2.0842
7073,sec_0,2.1163
7074,sec_0,2.1163
7075,sec_0,2.1243
7076,sec_0,2.1406
7077,sec_0,2.1609
7078,sec_0,2.1413
7079,sec_0,2.0241
7080,sec_0,2.1051
7081,sec_0,2.1235
7082,sec_0,2.1034
7083,sec_0,2.0732
7084,sec_0,2.0753
7085,sec_0,2.104
7086,sec_0,2.1636
7087,sec_0,2.1844
7088,sec_0,2.1895
12601,sec_0,2.1895
7089,sec_0,2.2187
7090,sec_0,2.2661
7091,sec_0,2.246
7092,sec_0,2.238
7093,sec_0,2.2219
7094,sec_0,2.26
7095,sec_0,2.25
7096,sec_0,2.2117
7097,sec_0,2.2418
7098,sec_0,2.2378
7099,sec_0,2.2499
7100,sec_0,2.2519
7101,sec_0,2.2498
7102,sec_0,2.258
7103,sec_0,2.262
7104,sec_0,2.2539
7105,sec_0,2.258
7106,sec_0,2.2846
7107,sec_0,2.2909
7108,sec_0,2.3075
7109,sec_0,2.3448
7110,sec_0,2.3055
7111,sec_0,2.2786
7112,sec_0,2.2538
7113,sec_0,2.2704
7114,sec_0,2.2641
7115,sec_0,2.2842
7116,sec_0,2.2661
12601,sec_0,2.2661
7117,sec_0,2.2459
7118,sec_0,2.2782
7119,sec_0,2.2924
7120,sec_0,2.3026
7121,sec_0,2.2661
7122,sec_0,2.2783
7123,sec_0,2.3069
7124,sec_0,2.307
7125,sec_0,2.348
7126,sec_0,2.3566
7127,sec_0,2.3773
7128,sec_0,2.394
7129,sec_0,2.4293
7130,sec_0,2.4275
7131,sec_0,2.4573
7132,sec_0,2.4764
7133,sec_0,2.4746
7134,sec_0,2.4878
7135,sec_0,2.4817
7136,sec_0,2.4838
7137,sec_0,2.4879
7138,sec_0,2.5042
7139,sec_0,2.4882
7140,sec_0,2.4762
7141,sec_0,2.4969
7142,sec_0,2.497
7143,sec_0,2.5094
7144,sec_0,2.53
7145,sec_0,2.5302
7146,sec_0,2.5349
7147,sec_0,2.5475
7148,sec_0,2.5745
7149,sec_0,2.5851
7150,sec_0,2.5647
7151,sec_0,2.5467
7152,sec_0,2.5656
7153,sec_0,2.568
7154,sec_0,2.5282
7155,sec_0,2.5081
7156,sec_0,2.4758
12601,sec_0,2.4758
7157,sec_0,2.3191
7158,sec_0,2.4115
7159,sec_0,2.4274
7160,sec_0,2.4716
7161,sec_0,2.5161
7162,sec_0,2.4918
7163,sec_0,2.5161
7164,sec_0,2.4876
7165,sec_0,2.4977
7166,sec_0,2.5202
7167,sec_0,2.5387
7168,sec_0,2.5675
7169,sec_0,2.5635
7170,sec_0,2.5471
7171,sec_0,2.5492
7172,sec_0,2.5452
7173,sec_0,2.5659
7174,sec_0,2.5369
7175,sec_0,2.5412
7176,sec_0,2.5329
7177,sec_0,2.5329
7178,sec_0,2.504
7179,sec_0,2.5101
7180,sec_0,2.5282
7181,sec_0,2.5485
7182,sec_0,2.5242
12601,sec_0,2.5242
7183,sec_0,2.5507
7184,sec_0,2.5365
7185,sec_0,2.559
7186,sec_0,2.5693
7187,sec_0,2.5776
7188,sec_0,2.5859
7189,sec_0,2.578
7190,sec_0,2.5966
7191,sec_0,2.6154
7192,sec_0,2.6093
7193,sec_0,2.5907
7194,sec_0,2.5931
7195,sec_0,2.6287
7196,sec_0,2.6331
7197,sec_0,2.6694
7198,sec_0,2.6815
7199,sec_0,2.6694
7200,sec_0,2.6613
7201,sec_0,2.6694
7202,sec_0,2.6776
7203,sec_0,2.6634
7204,sec_0,2.6432
7205,sec_0,2.6452
7206,sec_0,2.6697
7207,sec_0,2.6677
7208,sec_0,2.6452
7209,sec_0,2.6042
7210,sec_0,2.6124
7211,sec_0,2.637
7212,sec_0,2.6082
7213,sec_0,2.6164
7214,sec_0,2.6059
7215,sec_0,2.5851
7216,sec_0,2.5954
7217,sec_0,2.5912
7218,sec_0,2.6162
7219,sec_0,2.6202
7220,sec_0,2.6412
7221,sec_0,2.6654
7222,sec_0,2.6755
7223,sec_0,2.6492
7224,sec_0,2.6269
12601,sec_0,2.6269
7225,sec_0,2.6533
7226,sec_0,2.6493
7227,sec_0,2.633
7228,sec_0,2.7025
7229,sec_0,2.7108
7230,sec_0,2.7438
7231,sec_0,2.7481
7232,sec_0,2.7565
7233,sec_0,2.7777
7234,sec_0,2.7779
7235,sec_0,2.7988
7236,sec_0,2.7907
7237,sec_0,2.8034
7238,sec_0,2.7999
7239,sec_0,2.8169
7240,sec_0,2.8391
7241,sec_0,2.8148
7242,sec_0,2.8269
7243,sec_0,2.8188
7244,sec_0,2.8189
7245,sec_0,2.8108
7246,sec_0,2.872
7247,sec_0,2.868
7248,sec_0,2.885
7249,sec_0,2.885
7250,sec_0,2.8851
7251,sec_0,2.8421
7252,sec_0,2.8484
7253,sec_0,2.8528
7254,sec_0,2.855
7255,sec_0,2.8655
7256,sec_0,2.8885
7257,sec_0,2.8741
7258,sec_0,2.9038
7259,sec_0,2.9082
7260,sec_0,2.879
7261,sec_0,2.8305
7262,sec_0,2.8467
7263,sec_0,2.8062
7264,sec_0,2.8164
7265,sec_0,2.8507
7266,sec_0,2.8669
7267,sec_0,2.8445
7268,sec_0,2.9034
7269,sec_0,2.9075
7270,sec_0,2.9279
7271,sec_0,2.9567
7272,sec_0,2.965
7273,sec_0,2.9241
7274,sec_0,2.9241
7275,sec_0,2.8911
7276,sec_0,2.8663
7277,sec_0,2.8539
7278,sec_0,2.7998
7279,sec_0,2.7893
7280,sec_0,2.8037
7281,sec_0,2.8139
12601,sec_0,2.8139
7282,sec_0,2.8094
7283,sec_0,2.8302
7284,sec_0,2.8329
7285,sec_0,2.8086
7286,sec_0,2.8086
7287,sec_0,2.7865
7288,sec_0,2.8211
7289,sec_0,2.7947
12601,sec_0,2.7947
7290,sec_0,2.76
7291,sec_0,2.7109
7292,sec_0,2.7292
7293,sec_0,2.7641
7294,sec_0,2.7723
7295,sec_0,2.762
7296,sec_0,2.733
7297,sec_0,2.6916
7298,sec_0,2.6439
7299,sec_0,2.6458
7300,sec_0,2.6706
7301,sec_0,2.6389
7302,sec_0,2.5593
12601,sec_0,2.5593
7303,sec_0,2.615
7304,sec_0,2.5625
7305,sec_0,2.5161
7306,sec_0,2.4878
12601,sec_0,2.4878
7307,sec_0,2.4676
7308,sec_0,2.3786
7309,sec_0,2.4937
7310,sec_0,2.5406
7311,sec_0,2.5855
7312,sec_0,2.5529
7313,sec_0,2.5755
7314,sec_0,2.5408
7315,sec_0,2.5347
7316,sec_0,2.5347
7317,sec_0,2.5409
7318,sec_0,2.5637
7319,sec_0,2.6139
12601,sec_0,2.6139
7320,sec_0,2.5869
7321,sec_0,2.5829
7322,sec_0,2.5642
7323,sec_0,2.6063
7324,sec_0,2.5897
7325,sec_0,2.5726
7326,sec_0,2.5081
7327,sec_0,2.4576
7328,sec_0,2.5019
7329,sec_0,2.5364
7330,sec_0,2.5222
7331,sec_0,2.5243
7332,sec_0,2.4795
7333,sec_0,2.465
7334,sec_0,2.4854
7335,sec_0,2.5059
7336,sec_0,2.5305
7337,sec_0,2.4935
7338,sec_0,2.5141
12601,sec_0,2.5141
7339,sec_0,2.4872
7340,sec_0,2.4975
7341,sec_0,2.5286
7342,sec_0,2.4933
7343,sec_0,2.5058
7344,sec_0,2.4819
7345,sec_0,2.498
7346,sec_0,2.5141
7347,sec_0,2.5526
7348,sec_0,2.5405
7349,sec_0,2.5446
7350,sec_0,2.5161
7351,sec_0,2.4734
7352,sec_0,2.461
7353,sec_0,2.4752
7354,sec_0,2.4506
7355,sec_0,2.4648
7356,sec_0,2.4607
7357,sec_0,2.4378
7358,sec_0,2.4521
7359,sec_0,2.4686
7360,sec_0,2.3961
7361,sec_0,2.4084
7362,sec_0,2.3166
7363,sec_0,2.2416
7364,sec_0,2.2662
7365,sec_0,2.2
7366,sec_0,2.2359
7367,sec_0,2.26
7368,sec_0,2.3326
7369,sec_0,2.3024
7370,sec_0,2.3348
7371,sec_0,2.3369
7372,sec_0,2.3393
7373,sec_0,2.3618
7374,sec_0,2.3497
7375,sec_0,2.3212
7376,sec_0,2.354
7377,sec_0,2.3914
7378,sec_0,2.3916
7379,sec_0,2.4124
7380,sec_0,2.4002
7381,sec_0,2.3802
12601,sec_0,2.3802
7382,sec_0,2.3866
7383,sec_0,2.3639
7384,sec_0,2.3178
7385,sec_0,2.3319
7386,sec_0,2.2821
7387,sec_0,2.2922
7388,sec_0,2.2661
7389,sec_0,2.3044
7390,sec_0,2.3448
7391,sec_0,2.333
7392,sec_0,2.2904
7393,sec_0,2.2844
7394,sec_0,2.2966
7395,sec_0,2.258
7396,sec_0,2.2661
7397,sec_0,2.1884
7398,sec_0,2.1965
7399,sec_0,2.1596
7400,sec_0,2.1922
7401,sec_0,2.1981
7402,sec_0,2.2208
7403,sec_0,2.2538
7404,sec_0,2.2227
7405,sec_0,2.146
7406,sec_0,2.1641
12601,sec_0,2.1641
7407,sec_0,2.1244
7408,sec_0,2.109
7409,sec_0,2.0609
7410,sec_0,1.9221
7411,sec_0,1.8317
7412,sec_0,1.8834
7413,sec_0,1.8569
7414,sec_0,1.8787
7415,sec_0,1.8494
7416,sec_0,1.9036
7417,sec_0,1.9297
7418,sec_0,1.8786
7419,sec_0,1.8357
7420,sec_0,1.8405
7421,sec_0,1.8687
7422,sec_0,1.8643
7423,sec_0,1.7351
7424,sec_0,1.7775
7425,sec_0,1.7678
7426,sec_0,1.7324
7427,sec_0,1.7318
7428,sec_0,1.7689
7429,sec_0,1.7449
7430,sec_0,1.7549
7431,sec_0,1.7872
7432,sec_0,1.7613
7433,sec_0,1.7596
12601,sec_0,1.7596
7434,sec_0,1.8593
7435,sec_0,1.89
7436,sec_0,1.9066
7437,sec_0,1.8277
7438,sec_0,1.8625
7439,sec_0,1.8471
7440,sec_0,1.829
7441,sec_0,1.8498
7442,sec_0,1.8111
7443,sec_0,1.7559
7444,sec_0,1.8183
7445,sec_0,1.8123
7446,sec_0,1.8374
7447,sec_0,1.8179
7448,sec_0,1.8639
7449,sec_0,1.8519
7450,sec_0,1.8579
7451,sec_0,1.8459
7452,sec_0,1.8721
7453,sec_0,1.734
7454,sec_0,1.7118
7455,sec_0,1.5733
7456,sec_0,1.583
7457,sec_0,1.6069
7458,sec_0,1.6188
7459,sec_0,1.6466
7460,sec_0,1.5837
7461,sec_0,1.6666
7462,sec_0,1.5771
7463,sec_0,1.4957
7464,sec_0,1.4763
7465,sec_0,1.5453
7466,sec_0,1.5123
7467,sec_0,1.5733
7468,sec_0,1.6121
7469,sec_0,1.5332
7470,sec_0,1.5391
7471,sec_0,1.5223
7472,sec_0,1.5
7473,sec_0,1.52
7474,sec_0,1.504
12601,sec_0,1.504
7475,sec_0,1.452
7476,sec_0,1.4319
7477,sec_0,1.526
7478,sec_0,1.5402
7479,sec_0,1.5928
7480,sec_0,1.676
7481,sec_0,1.6742
7482,sec_0,1.7192
7483,sec_0,1.7999
7484,sec_0,1.7593
7485,sec_0,1.7248
7486,sec_0,1.7621
7487,sec_0,1.7378
7488,sec_0,1.683
7489,sec_0,1.6812
7490,sec_0,1.6256
7491,sec_0,1.6795
7492,sec_0,1.6555
7493,sec_0,1.6315
7494,sec_0,1.6217
7495,sec_0,1.5459
4828,sec_3,2.716
4829,sec_3,2.6817
4830,sec_3,2.4952
4831,sec_3,2.5342
4832,sec_3,2.6422
4833,sec_3,2.4706
4834,sec_3,2.5291
4835,sec_3,2.5021
4836,sec_3,2.6348
4837,sec_3,2.5412
4838,sec_3,2.4751
4839,sec_3,2.4798
4840,sec_3,2.546
4841,sec_3,2.6224
4842,sec_3,2.1218
4843,sec_3,2.1647
4844,sec_3,2.1594
4845,sec_3,2.1832
4846,sec_3,2.236
4847,sec_3,2.3424
4848,sec_3,2.2913
4849,sec_3,2.358
4850,sec_3,2.3045
4851,sec_3,2.2464
4852,sec_3,2.244
4853,sec_3,2.3604
4854,sec_3,2.4951
4855,sec_3,2.5297
4856,sec_3,2.4927
4857,sec_3,2.4386
4858,sec_3,2.4806
12601,sec_3,2.4831
4859,sec_3,2.3896
4860,sec_3,2.3163
4861,sec_3,2.2894
4862,sec_3,2.3504
4863,sec_3,2.4635
4864,sec_3,2.3651
4865,sec_3,2.4389
4866,sec_3,2.4809
4867,sec_3,2.471
4868,sec_3,2.5357
4869,sec_3,2.4563
4870,sec_3,2.5607
4871,sec_3,2.666
4872,sec_3,2.6891
4873,sec_3,2.704
4874,sec_3,2.6941
4875,sec_3,2.6991
4876,sec_3,2.6966
4877,sec_3,2.8286
4878,sec_3,2.7738
4879,sec_3,2.662
4880,sec_3,2.662
4881,sec_3,2.6126
4882,sec_3,2.5928
4883,sec_3,2.6397
4884,sec_3,2.7417
4885,sec_3,2.7517
4886,sec_3,2.7018
4887,sec_3,2.8572
4888,sec_3,2.9511
12601,sec_3,2.9512
4889,sec_3,3.0762
4890,sec_3,3.2258
4891,sec_3,3.1485
4892,sec_3,3.0527
4893,sec_3,3.2575
4894,sec_3,3.2299
4895,sec_3,3.1471
4896,sec_3,3.3257
4897,sec_3,3.5299
4898,sec_3,3.5661
4899,sec_3,3.5198
4900,sec_3,3.5818
4901,sec_3,3.4763
4902,sec_3,3.4329
4903,sec_3,3.3666
4904,sec_3,3.3056
4905,sec_3,3.3259
4906,sec_3,3.5
4907,sec_3,3.4359
4908,sec_3,3.3387
4909,sec_3,3.2955
4910,sec_3,3.3694
4911,sec_3,3.2016
4912,sec_3,3.2048
4913,sec_3,3.1648
4914,sec_3,3.2048
4915,sec_3,3.2048
4916,sec_3,3.1345
12601,sec_3,3.1345
4917,sec_3,3.1269
4918,sec_3,3.0696
4919,sec_3,2.9136
4920,sec_3,3.0024
4921,sec_3,2.8933
4922,sec_3,2.9401
4923,sec_3,3.0367
4924,sec_3,3.1767
4925,sec_3,3.134
4926,sec_3,3.1993
4927,sec_3,3.1539
4928,sec_3,3.0311
4929,sec_3,3.0986
4930,sec_3,3.227
4931,sec_3,3.2219
4932,sec_3,3.298
4933,sec_3,3.2828
4934,sec_3,3.298
4935,sec_3,3.2472
4936,sec_3,3.1422
4937,sec_3,3.2979
4938,sec_3,3.3358
4939,sec_3,3.3815
4940,sec_3,3.3714
4941,sec_3,3.4813
4942,sec_3,3.4046
4943,sec_3,3.308
4944,sec_3,3.3309
4945,sec_3,3.2145
4946,sec_3,3.1792
4947,sec_3,3.0839
4948,sec_3,3.1163
4949,sec_3,3.0612
4950,sec_3,3.0612
4951,sec_3,3.2093
4952,sec_3,3.1185
4953,sec_3,3.0833
4954,sec_3,3.0732
4955,sec_3,3.0857
4956,sec_3,3.0925
4957,sec_3,3.0324
4958,sec_3,2.9801
4959,sec_3,2.9254
4960,sec_3,2.9725
4961,sec_3,3.05
12601,sec_3,3.055
4962,sec_3,3.0751
4963,sec_3,3.06
4964,sec_3,2.9475
4965,sec_3,2.9449
4966,sec_3,3.0249
4967,sec_3,3.0576
4968,sec_3,3.0929
4969,sec_3,3.0174
4970,sec_3,3.098
4971,sec_3,3.1082
4972,sec_3,3.0678
4973,sec_3,3.03
4974,sec_3,2.9922
4975,sec_3,2.9776
4976,sec_3,2.9379
4977,sec_3,2.9379
4978,sec_3,2.9353
4979,sec_3,2.7946
4980,sec_3,2.8189
4981,sec_3,2.8189
4982,sec_3,2.8459
4983,sec_3,2.7744
4984,sec_3,2.8384
4985,sec_3,2.9749
4986,sec_3,2.9774
4987,sec_3,2.925
4988,sec_3,2.9823
4989,sec_3,3.035
4990,sec_3,2.9898
4991,sec_3,2.9798
4992,sec_3,2.9297
4993,sec_3,2.9873
4994,sec_3,3.0199
4995,sec_3,3.1032
4996,sec_3,3.1591
4997,sec_3,3.03
4998,sec_3,2.9972
4999,sec_3,3.0755
5000,sec_3,2.9706
5001,sec_3,2.9953
5002,sec_3,3.0375
5003,sec_3,3.0774
5004,sec_3,3.0524
5005,sec_3,3.0099
5006,sec_3,3.0049
5007,sec_3,2.9948
5008,sec_3,2.9947
5009,sec_3,2.9599
5010,sec_3,2.9498
5011,sec_3,2.8753
5012,sec_3,2.853
5013,sec_3,2.8974
5014,sec_3,2.8626
5015,sec_3,2.902
5016,sec_3,2.8771
5017,sec_3,2.8003
5018,sec_3,2.7508
12601,sec_3,2.7871
5019,sec_3,2.6958
5020,sec_3,2.6859
5021,sec_3,2.745
5022,sec_3,2.7896
5023,sec_3,2.8517
5024,sec_3,2.972
5025,sec_3,2.9093
5026,sec_3,2.8494
5027,sec_3,2.8919
5028,sec_3,2.9547
5029,sec_3,3.0255
5030,sec_3,3.0383
5031,sec_3,3.0663
5032,sec_3,3.0766
5033,sec_3,2.9602
5034,sec_3,3.0262
5035,sec_3,3.1614
5036,sec_3,3.2335
5037,sec_3,3.2414
5038,sec_3,3.2965
12601,sec_3,3.294
5039,sec_3,3.3384
5040,sec_3,3.3072
5041,sec_3,3.2996
5042,sec_3,3.384
12601,sec_3,3.384
5043,sec_3,3.3485
5044,sec_3,3.2827
5045,sec_3,3.3257
5046,sec_3,3.3308
5047,sec_3,3.3309
5048,sec_3,3.3055
5049,sec_3,3.2045
5050,sec_3,3.2777
5051,sec_3,3.2296
5052,sec_3,3.1565
12601,sec_3,3.1564
5053,sec_3,3.1791
5054,sec_3,3.1338
5055,sec_3,3.0711
5056,sec_3,3.0809
5057,sec_3,3.1009
5058,sec_3,3.0832
5059,sec_3,3.1234
5060,sec_3,3.0957
5061,sec_3,3.0576
5062,sec_3,3.12
5063,sec_3,3.0999
5064,sec_3,3.1601
5065,sec_3,3.0649
5066,sec_3,3
5067,sec_3,2.9975
5068,sec_3,3.0798
5069,sec_3,3.1199
5070,sec_3,3.1324
5071,sec_3,3.0972
12601,sec_3,3.0972
5072,sec_3,3.0671
5073,sec_3,3.1576
5074,sec_3,3.2361
5075,sec_3,3.221
5076,sec_3,3.2286
5077,sec_3,3.1147
5078,sec_3,3.1197
5079,sec_3,3.0467
5080,sec_3,3.0524
5081,sec_3,3.0424
5082,sec_3,3.0324
5083,sec_3,3.0374
5084,sec_3,3.0299
5085,sec_3,3.0977
5086,sec_3,3.1355
5087,sec_3,3.1028
5088,sec_3,3.1356
5089,sec_3,3.1559
5090,sec_3,3.1383
5091,sec_3,3.1358
5092,sec_3,3.0828
5093,sec_3,3.0803
5094,sec_3,3.1309
5095,sec_3,3.1538
5096,sec_3,3.1006
5097,sec_3,3.1108
5098,sec_3,3.2892
5099,sec_3,3.3202
5100,sec_3,3.3105
5101,sec_3,3.3256
5102,sec_3,3.3105
5103,sec_3,3.2752
5104,sec_3,3.3156
12601,sec_3,3.3993
5105,sec_3,3.4504
5106,sec_3,3.4019
5107,sec_3,3.3105
5108,sec_3,3.3486
5109,sec_3,3.336
5110,sec_3,3.2903
5111,sec_3,3.265
5112,sec_3,3.303
5113,sec_3,3.265
5114,sec_3,3.1892
5115,sec_3,3.2296
5116,sec_3,3.2447
5117,sec_3,3.1841
5118,sec_3,3.2346
5119,sec_3,3.2777
5120,sec_3,3.2573
5121,sec_3,3.1158
5122,sec_3,3.2041
5123,sec_3,3.156
5124,sec_3,3.1099
5125,sec_3,3.15
5126,sec_3,3.0624
5127,sec_3,2.9927
5128,sec_3,2.8443
5129,sec_3,2.8661
5130,sec_3,2.9775
5131,sec_3,2.9476
5132,sec_3,3.0022
5133,sec_3,2.9499
5134,sec_3,2.8704
5135,sec_3,2.905
5136,sec_3,2.779
5137,sec_3,2.8133
5138,sec_3,2.6538
5139,sec_3,2.6826
5140,sec_3,2.6434
5141,sec_3,2.6091
5142,sec_3,2.6455
5143,sec_3,2.7975
5144,sec_3,2.75
12601,sec_3,2.75
5145,sec_3,2.7154
5146,sec_3,2.8045
5147,sec_3,2.8169
5148,sec_3,2.6537
5149,sec_3,2.5899
5150,sec_3,2.6315
5151,sec_3,2.629
5152,sec_3,2.7698
5153,sec_3,2.6831
5154,sec_3,2.7028
5155,sec_3,2.7548
5156,sec_3,2.7151
5157,sec_3,2.6533
5158,sec_3,2.6828
5159,sec_3,2.7051
5160,sec_3,2.6259
5161,sec_3,2.5791
5162,sec_3,2.5962
5163,sec_3,2.5711
5164,sec_3,2.4804
5165,sec_3,2.4219
5166,sec_3,2.4121
5167,sec_3,2.434
5168,sec_3,2.4608
12601,sec_3,2.4608
5169,sec_3,2.3997
5170,sec_3,2.4412
5171,sec_3,2.4852
5172,sec_3,2.5073
5173,sec_3,2.5048
5174,sec_3,2.5665
5175,sec_3,2.4778
5176,sec_3,2.4312
5177,sec_3,2.3382
5178,sec_3,2.3699
5179,sec_3,2.3649
5180,sec_3,2.3088
5181,sec_3,2.3624
5182,sec_3,2.4235
5183,sec_3,2.421
5184,sec_3,2.4801
5185,sec_3,2.3939
5186,sec_3,2.3596
5187,sec_3,2.302
5188,sec_3,2.3482
5189,sec_3,2.2681
5190,sec_3,2.3214
5191,sec_3,2.2752
5192,sec_3,2.1953
5193,sec_3,2.2097
5194,sec_3,2.1277
5195,sec_3,2.0629
5196,sec_3,2.1035
5197,sec_3,2.0552
5198,sec_3,1.9715
5199,sec_3,2.043
5200,sec_3,2.0381
5201,sec_3,2.0021
5202,sec_3,2.0544
5203,sec_3,2.0183
5204,sec_3,1.9155
5205,sec_3,1.9726
5206,sec_3,1.9199
5207,sec_3,2.0871
5208,sec_3,1.9638
5209,sec_3,1.9181
5210,sec_3,2.0146
5211,sec_3,2.0582
5212,sec_3,2.1243
12601,sec_3,2.1292
5213,sec_3,2.0246
5214,sec_3,2.0854
5215,sec_3,2.1907
5216,sec_3,2.2206
5217,sec_3,2.1641
5218,sec_3,2.0932
5219,sec_3,2.1153
5220,sec_3,2.1521
